year,no_arctic_tas,world_tas,arctic_tas,Model,Experiment,Ensemble_member
2015,289.1188641414826,287.88415562003786,260.61905565887,TaiESM1,ssp245,r1i1p1f1
2016,289.22402447054486,288.02193237931203,261.4770754671419,TaiESM1,ssp245,r1i1p1f1
2017,289.31383209278414,288.0823538862838,260.8885864366667,TaiESM1,ssp245,r1i1p1f1
2018,289.1016928709197,287.8493722261034,260.1953575567999,TaiESM1,ssp245,r1i1p1f1
2019,289.0659098808372,287.8142490794256,260.1748052145462,TaiESM1,ssp245,r1i1p1f1
2020,289.24227152927097,288.00980592408905,260.79423452374954,TaiESM1,ssp245,r1i1p1f1
2021,289.3434753964252,288.1391320394776,261.54456219208106,TaiESM1,ssp245,r1i1p1f1
2022,289.4280796268626,288.2235630466966,261.6251680468136,TaiESM1,ssp245,r1i1p1f1
2023,289.46615366631664,288.2718484329856,261.89894259703203,TaiESM1,ssp245,r1i1p1f1
2024,289.52960627296017,288.3076826289766,261.32490109026395,TaiESM1,ssp245,r1i1p1f1
2025,289.6176041477545,288.39903762608344,261.4903887865821,TaiESM1,ssp245,r1i1p1f1
2026,289.5608826187986,288.33066356900645,261.16470108948477,TaiESM1,ssp245,r1i1p1f1
2027,289.6954032227878,288.50784793682465,262.2839958949595,TaiESM1,ssp245,r1i1p1f1
2028,289.4998064919848,288.3345763558135,262.6037130883448,TaiESM1,ssp245,r1i1p1f1
2029,289.7218537255688,288.51931803630134,261.96466549662443,TaiESM1,ssp245,r1i1p1f1
2030,289.9427637786362,288.7071720599118,261.4225691458644,TaiESM1,ssp245,r1i1p1f1
2031,289.77099291860134,288.54770198902185,261.5347277547895,TaiESM1,ssp245,r1i1p1f1
2032,289.794206030924,288.60478484571786,262.3397296142003,TaiESM1,ssp245,r1i1p1f1
2033,289.90025302019654,288.7129658251664,262.49503382512574,TaiESM1,ssp245,r1i1p1f1
2034,289.8205010029454,288.6253994658381,262.2349094780922,TaiESM1,ssp245,r1i1p1f1
2035,289.8559940849338,288.6545749778043,262.1245790458008,TaiESM1,ssp245,r1i1p1f1
2036,290.00143225007366,288.8674819014021,263.8273456501754,TaiESM1,ssp245,r1i1p1f1
2037,290.0631623511282,288.91823149771994,263.6356213718306,TaiESM1,ssp245,r1i1p1f1
2038,290.11865224261845,288.96922232218867,263.5872628276478,TaiESM1,ssp245,r1i1p1f1
2039,289.9646712228825,288.7956349743092,262.9807243116055,TaiESM1,ssp245,r1i1p1f1
2040,290.0717896174688,288.8983806744682,262.98691123000145,TaiESM1,ssp245,r1i1p1f1
2041,290.3377959520618,289.1827708756711,263.67725794003655,TaiESM1,ssp245,r1i1p1f1
2042,290.214575934291,289.04923918724825,263.316021715516,TaiESM1,ssp245,r1i1p1f1
2043,290.0387311722199,288.88628618770264,263.43774739748005,TaiESM1,ssp245,r1i1p1f1
2044,290.03784023934077,288.9017130974515,263.81350842874315,TaiESM1,ssp245,r1i1p1f1
2045,290.1962921120802,289.0681606926512,264.15651929239823,TaiESM1,ssp245,r1i1p1f1
2046,290.4799397563322,289.3058936989563,263.3803553573976,TaiESM1,ssp245,r1i1p1f1
2047,290.5832343599276,289.4360952695796,264.1047223791594,TaiESM1,ssp245,r1i1p1f1
2048,290.4527469579392,289.28644290203965,263.5318651074329,TaiESM1,ssp245,r1i1p1f1
2049,290.41524025481664,289.23761220631167,263.2329755638178,TaiESM1,ssp245,r1i1p1f1
2050,290.5440904305157,289.3829626158771,263.74268769757873,TaiESM1,ssp245,r1i1p1f1
2051,290.6170538145017,289.4694916878623,264.12877721878476,TaiESM1,ssp245,r1i1p1f1
2052,290.52176890314763,289.3901429387015,264.40133424142755,TaiESM1,ssp245,r1i1p1f1
2053,290.5625073221685,289.44118138178396,264.6798200380884,TaiESM1,ssp245,r1i1p1f1
2054,290.5872362315285,289.44634706179346,264.2529862667785,TaiESM1,ssp245,r1i1p1f1
2055,290.77059431680163,289.63069528644724,264.45919896286125,TaiESM1,ssp245,r1i1p1f1
2056,290.85255188899447,289.72353258946515,264.7922848292808,TaiESM1,ssp245,r1i1p1f1
2057,290.84058653118234,289.7268282786021,265.1325782497489,TaiESM1,ssp245,r1i1p1f1
