year,no_arctic_tas,world_tas,arctic_tas,Model,Experiment,Ensemble_member
2015,288.45149206679065,287.28317880824625,260.6680729471062,KIOST-ESM,ssp245,r1i1p1f1
2016,288.34814928375977,287.161061389146,260.1182543760816,KIOST-ESM,ssp245,r1i1p1f1
2017,288.34004722092436,287.16542305029554,260.4065495891681,KIOST-ESM,ssp245,r1i1p1f1
2018,288.2964243722017,287.1165964892218,260.2391783192375,KIOST-ESM,ssp245,r1i1p1f1
2019,288.46009827783104,287.28690940980715,260.56073328434854,KIOST-ESM,ssp245,r1i1p1f1
2020,288.414898740964,287.2669592424966,261.11598385087734,KIOST-ESM,ssp245,r1i1p1f1
2021,288.60770959814505,287.4536005287436,261.1620774010493,KIOST-ESM,ssp245,r1i1p1f1
2022,288.43224784857193,287.285979192851,261.17306692877787,KIOST-ESM,ssp245,r1i1p1f1
2023,288.6172074530176,287.4235128886829,260.2302006812932,KIOST-ESM,ssp245,r1i1p1f1
2024,288.6515428550096,287.483474019667,260.8739363135928,KIOST-ESM,ssp245,r1i1p1f1
2025,288.46632205997673,287.32253131277247,261.26606777682457,KIOST-ESM,ssp245,r1i1p1f1
2026,288.7021112972325,287.55625040739045,261.4526273745762,KIOST-ESM,ssp245,r1i1p1f1
2027,288.77907263521547,287.6216218357512,261.2539714376187,KIOST-ESM,ssp245,r1i1p1f1
2028,288.62044367063265,287.4756225693939,261.3956867485044,KIOST-ESM,ssp245,r1i1p1f1
2029,288.77931158054247,287.62224851675944,261.26343104603535,KIOST-ESM,ssp245,r1i1p1f1
2030,288.79128139938484,287.66006566173223,261.8900708515023,KIOST-ESM,ssp245,r1i1p1f1
2031,288.9033448835141,287.7569011679246,261.6400009007255,KIOST-ESM,ssp245,r1i1p1f1
2032,288.82407317522296,287.7145735076631,262.43928805741996,KIOST-ESM,ssp245,r1i1p1f1
2033,288.90460748958117,287.75847166646696,261.6485854348966,KIOST-ESM,ssp245,r1i1p1f1
2034,289.09409531692364,287.9422350447186,261.70194130691397,KIOST-ESM,ssp245,r1i1p1f1
2035,289.05459065207486,287.8897979844323,261.3548939859878,KIOST-ESM,ssp245,r1i1p1f1
2036,289.09817252274684,287.92785092818315,261.2669935741416,KIOST-ESM,ssp245,r1i1p1f1
2037,289.0645882303946,287.93386324360625,262.1750481286397,KIOST-ESM,ssp245,r1i1p1f1
2038,289.0576821382031,287.94299415144394,262.54951466059435,KIOST-ESM,ssp245,r1i1p1f1
2039,288.8875937124198,287.7357415816327,261.49563331180883,KIOST-ESM,ssp245,r1i1p1f1
2040,289.0692985206124,287.93850900609004,262.17822389798505,KIOST-ESM,ssp245,r1i1p1f1
2041,289.0895588290693,287.97090821214897,262.48715685246606,KIOST-ESM,ssp245,r1i1p1f1
