year,no_arctic_tas,world_tas,arctic_tas,Model,Experiment,Ensemble_member
1850,289.09680532787075,287.8173492808067,259.498451969587,GISS-E2-1-H,historical,r1i1p5f1
1851,289.01635118150506,287.73071957032266,259.2751351360582,GISS-E2-1-H,historical,r1i1p5f1
1852,288.71843020528604,287.4292715678425,258.89562154101327,GISS-E2-1-H,historical,r1i1p5f1
1853,288.7292083180747,287.4217085291022,258.48210380930726,GISS-E2-1-H,historical,r1i1p5f1
1854,288.64527938062923,287.34518401592476,258.5694654499286,GISS-E2-1-H,historical,r1i1p5f1
1855,288.75419928321804,287.48868863580145,259.4784524477653,GISS-E2-1-H,historical,r1i1p5f1
1856,288.76765556882697,287.47425840683553,258.8467948084319,GISS-E2-1-H,historical,r1i1p5f1
1857,288.9145206965943,287.621353661655,258.99898359060387,GISS-E2-1-H,historical,r1i1p5f1
1858,288.7011716736202,287.39683576817754,258.5272590052018,GISS-E2-1-H,historical,r1i1p5f1
1859,288.75506347871953,287.49699288429633,259.6514314400182,GISS-E2-1-H,historical,r1i1p5f1
1860,288.7566641225723,287.4955294928652,259.582150087381,GISS-E2-1-H,historical,r1i1p5f1
1861,288.78235187831694,287.5330723381136,259.8820880833552,GISS-E2-1-H,historical,r1i1p5f1
1862,288.69361590307216,287.41248129662637,259.05643151665737,GISS-E2-1-H,historical,r1i1p5f1
1863,288.67725645837544,287.40214384509454,259.1793821186538,GISS-E2-1-H,historical,r1i1p5f1
1864,288.82322604354266,287.5402288119951,259.1429525365448,GISS-E2-1-H,historical,r1i1p5f1
1865,288.94433369315146,287.62387766509187,258.3975054513219,GISS-E2-1-H,historical,r1i1p5f1
1866,288.84895578249467,287.57461623236986,259.3689651336522,GISS-E2-1-H,historical,r1i1p5f1
1867,288.7668125027443,287.49517369850975,259.3492996790382,GISS-E2-1-H,historical,r1i1p5f1
1868,288.8145792810369,287.5176110232019,258.8111064161669,GISS-E2-1-H,historical,r1i1p5f1
1869,288.85397399090283,287.5833036778025,259.4588657999368,GISS-E2-1-H,historical,r1i1p5f1
1870,288.81396814511004,287.5546756482227,259.68206917143647,GISS-E2-1-H,historical,r1i1p5f1
1871,288.87026414664285,287.6203270879226,259.95478961780265,GISS-E2-1-H,historical,r1i1p5f1
1872,288.79755399864274,287.55202647586674,259.98408766568764,GISS-E2-1-H,historical,r1i1p5f1
