year,no_arctic_tas,arctic_tas,world_tas
1890,-0.44250601564022757,-0.7607868801881451,-0.4558875518339647
1891,-0.342014775667086,-0.8863055189085359,-0.36498642891461947
1892,-0.4471724180212916,-0.9780211839422036,-0.4695277278535911
1893,-0.4306006467653563,-0.6426577944427517,-0.4394213987380894
1894,-0.40178552869332024,-0.6141488718544761,-0.4108486888704325
1895,-0.365569418838752,-0.6768920988251174,-0.3785942017211192
1896,-0.19599910153564176,-0.556086566404192,-0.2112774427604033
1897,-0.21461605087198365,-0.31301974801785143,-0.21870465576219167
1898,-0.4228802973205719,-0.9078818818452595,-0.4432875426149217
1899,-0.2707804378794888,-0.884027400467203,-0.29650913408819124
1900,-0.167335500218,-0.5954383915601857,-0.185260014368116
1901,-0.2185197688103198,-0.5354522108906631,-0.2320880031997893
1902,-0.3483936778612003,-1.145592691599575,-0.3813880398914132
1903,-0.4624421855115157,-0.4650366619069799,-0.46257379845584645
1904,-0.5144142008055147,-0.4220837165329597,-0.5103532817840403
1905,-0.3513955610214071,-0.31892077020129,-0.3502066811858273
1906,-0.2590682580792673,-0.3425945692411761,-0.2626420025279581
1907,-0.42538496085229593,-0.4494697737011334,-0.42584291857146533
1908,-0.4641889224648762,-0.46526999121105106,-0.46417009913894663
1909,-0.5075696897077397,-0.726596277938832,-0.5167447576630234
1910,-0.48296944987358026,-0.7109121812417157,-0.4926354870939727
1911,-0.5162531665218753,-0.42380441794278734,-0.5122691209226415
1912,-0.42597512851712954,-0.728363030480302,-0.4389270044067719
1913,-0.3925520817351939,-0.6510563054776057,-0.4036052486527692
1914,-0.2156300331236895,-0.5104322488641667,-0.22830899084528802
1915,-0.14215104846055862,-0.6296375127282127,-0.16275120577212004
1916,-0.3891493395568268,-0.6025278506067271,-0.39834143014381335
1917,-0.47542814136836065,-1.0318083381019045,-0.499363703674187
1918,-0.33146326984348723,-1.1041748000630842,-0.36406016859070434
1919,-0.2850185540664909,-0.7255590034047835,-0.30348032715724504
1920,-0.2705599012881532,-0.1690969938347814,-0.2662851870589764
1921,-0.20877226329607235,-0.14991395149843023,-0.20646815083539485
1922,-0.29547734543409104,-0.3227496971984295,-0.2962821607359775
1923,-0.28731364578587226,-0.09170656794700453,-0.27885504575264686
1924,-0.27944658150261004,0.0644330512798451,-0.2651043809266968
1925,-0.2312369709475872,-0.26338184376304336,-0.23260162485009656
1926,-0.10541336053903251,0.2269179771259052,-0.0916859110259696
1927,-0.20737082428901846,0.05245969747380315,-0.1963066317977526
1928,-0.20006255731362438,0.4475753159492061,-0.17267096210690977
1929,-0.3703101643121786,0.01469555471362323,-0.35391436581826796
1930,-0.1583280966122411,0.45602318838729283,-0.13197163874373047
1931,-0.09821902268157982,0.48852441107721,-0.0731586698649644
1932,-0.1423539986721376,0.36602665318330246,-0.12076607498627419
1933,-0.29590118564776363,0.04638936239095968,-0.2805945464180568
1934,-0.18163982247062255,0.726565155066812,-0.14318441985803876
1935,-0.1962377877186011,0.32159452361532476,-0.17425290531872356
1936,-0.15368559962679965,0.33896390196570664,-0.13255185425704344
1937,-0.03289827095320768,1.1597882868941467,0.017978910962263447
1938,-0.04481449294953379,1.2792539991958138,0.01170598523674009
1939,-0.036521497985269824,0.5453790791865583,-0.011823937748224314
1940,0.030894495373512208,0.9343375719182109,0.06962257428425363
1941,0.0572029221290868,-0.0014041128204764677,0.05515183001710347
1942,-0.015479832510855213,0.46510935139878373,0.0049746604453864175
1943,-0.00789913047046149,1.116739877847043,0.03926793363081324
1944,0.10539922472941674,1.0979734235888499,0.14741078719002493
1945,-0.006600647845341774,0.6083132319982297,0.01985575339844713
1946,-0.07259855230278354,0.035911347591232115,-0.06747403031556377
1947,-0.04889500989892844,1.1120580150767811,0.0009057568639333214
1948,-0.07765831400093998,0.12455488510138318,-0.06969541253405691
1949,-0.13216834349142356,0.24095869653270874,-0.11633901431866835
1950,-0.22056769332191783,0.23725788777704748,-0.20088690285634755
1951,-0.03824245158582343,0.1652612347921419,-0.02956053716812558
1952,0.029688963004775092,0.36351359134343103,0.044724575945679135
1953,0.07289906401319982,0.9308317577136499,0.10929915859707766
1954,-0.13910067231133574,0.9194332392207978,-0.09376696833510467
1955,-0.16427784246150112,-0.10549443913369366,-0.16129327389691228
1956,-0.23708295029270857,0.20593546185573355,-0.21751268080587666
1957,0.005124744630153324,0.06764412771578845,0.007715686331187255
1958,0.035125567463466414,-0.1437105125978903,0.02797167303226987
1959,-0.024508011189924545,0.522363096787574,-0.0013033621567664227
1960,-0.07020846581119493,0.4509505208341042,-0.04794298971770063
1961,0.03380879935979931,-0.11476256237771812,0.027427761952549094
1962,-0.022787288744220476,0.4941977583275267,-0.001280371122832432
1963,0.04625474056657673,-0.1846806841856936,0.035728938928898155
1964,-0.22086763122738975,-0.6760956367988196,-0.24018185306688275
1965,-0.14202393470407557,-0.16205641178162639,-0.14238998230430358
1966,-0.047749990756008866,-0.688422046618193,-0.07454797739192542
1967,-0.05683758042503702,0.3896751436862166,-0.0383511328059263
1968,-0.09332691676510325,-0.16547202977955722,-0.09640200234569819
1969,0.04273700450885104,0.06117772512741238,0.04413577451159174
1970,-0.0113023885238513,-0.1328102993874782,-0.016251472900487614
1971,-0.1610429801125162,0.0008299421080546513,-0.15387481325849456
1972,-0.06425363169049325,-0.2036357322088346,-0.06932587642757919
1973,0.0509933213044705,0.2191199025129849,0.058015670182249734
1974,-0.17803581708073363,-0.20427594268880436,-0.17887534061180618
1975,-0.1295136679403684,0.04253837298114312,-0.12289231984146463
1976,-0.24555482452541827,0.03358969181252527,-0.23329150204867793
1977,0.05273200991651998,0.1990407765843503,0.0587939540692844
1978,-0.047635112502348254,-0.15310220622681384,-0.052236634328149754
1979,0.05880349699215033,-0.5983598330846364,0.030895213473509472
1980,0.13424016767652755,0.27145349292778786,0.13992629170496673
1981,0.14891036109462943,1.0329491030388323,0.18595461847772193
1982,0.0072649260298466595,-0.3750581513821544,-0.008850906031182918
1983,0.18149145638049094,0.09051756663174537,0.17745278876620893
1984,-0.004376470870937786,0.26736440056585814,0.007568226107868423
1985,-0.02848881220372024,0.45477567135653896,-0.007638390971007727
1986,0.038945753730753534,-0.0006056053154975203,0.03702613547235861
1987,0.19472379081047042,-0.39972975794301857,0.16958916278565458
1988,0.20254819151287662,0.6368561142375131,0.22061857970590962
1989,0.10369417596999132,0.287377745089221,0.11092094786343157
1990,0.28177211632660865,0.6644904357629935,0.2984241392154285
1991,0.2647415689574683,0.7486880377965167,0.2850420609877741
1992,0.10498410169090364,-0.163341000479863,0.09364297433429453
1993,0.1178629230283753,0.5401502203087873,0.13560509813435298
1994,0.1987065923389665,0.3401595299658829,0.20471005228203115
1995,0.28575043363707553,1.3180461663663061,0.32926450480146174
1996,0.19793326818642884,0.8704045410644123,0.2264750798435431
1997,0.36445594662425007,0.6802909376343994,0.37744526000432704
1998,0.5131425593318638,0.9170551324395307,0.5308131839370485
1999,0.27898907677007345,0.469043525199411,0.2874285933421385
2000,0.26997392282893024,1.0253225661281742,0.3020781588302232
2001,0.42596544812808,1.0916617411044947,0.4542568056499545
2002,0.4866798468359319,1.24532763701247,0.5189036367948795
2003,0.4834875024674832,1.3873246547092322,0.5210555166896058
2004,0.43144022317446934,0.5712006419157958,0.4373866552646578
2005,0.5229832072990716,2.02195179327053,0.586581581633257
2006,0.4761486065931462,1.8905060977159547,0.5369374643303052
2007,0.4862098780388602,2.2411707801375678,0.5608065007589679
2008,0.3732454354871394,1.665969780783383,0.4283011971578613
2009,0.5056952202858305,1.5839489025019804,0.5521101125822874
2010,0.554581375760778,2.330687933288698,0.6303047124216316
2011,0.4042507560821604,2.498914457296599,0.49357671291935484
2012,0.43165437073722146,2.4182471457655774,0.5170430493128356
2013,0.5069302063069473,1.5217120341006285,0.5499694105333182
2014,0.5522226450969411,2.113522481197393,0.6185380683346701
2015,0.6984564807166763,2.119897191069105,0.7590515955942676
2016,0.7552756134734787,3.458450474595248,0.8704324302290534
2017,0.6539853537282783,2.579991327321157,0.7356371318403895
2018,0.6066444327748304,2.3173174911103285,0.6796012094159788
2019,0.7294854447074568,2.7847985106732307,0.8165788599272576
2020,0.7551003106644743,3.0049525453075243,0.8504581862293289
2021,0.5438032104893404,2.2931713887120106,0.6191345697213102
